strain_microstrain,tilt_deg,vibration_g,displacement_mm,node1_tilt_resultant,node2_tilt_resultant,node3_tilt_resultant,transient_accel_g,rms_vibration_g,anomaly_score,zone_id,hazard_zone
821.48,8.601,1.3161,13.768,3.413,8.601,1.596,0.8775,1.3161,0.911,2,ZONE_C
140.11,0.051,0.0501,0.661,0.03,0.051,0.04,0.002,0.0501,0.1137,0,ZONE_A
783.38,7.278,1.6809,18.474,2.499,7.278,1.049,1.0402,1.6809,0.7488,2,ZONE_C
1153.4,6.444,1.3289,18.276,3.611,6.444,1.361,1.22,1.3289,0.8664,2,ZONE_C
121.56,0.096,0.016,0.869,0.013,0.096,0.032,0.0075,0.016,0.1983,0,ZONE_A
118.26,0.139,0.0275,1.379,0.059,0.139,0.017,0.0122,0.0275,0.2894,0,ZONE_A
394.21,2.441,0.3904,3.51,0.083,2.441,0.162,0.08,0.3904,0.642,1,ZONE_B
878.86,7.571,1.7584,13.795,4.382,7.571,1.624,1.0782,1.7584,0.8136,2,ZONE_C
899.55,6.669,1.659,16.147,4.337,6.669,1.32,1.1525,1.659,0.8173,2,ZONE_C
152.68,0.147,0.0417,0.916,0.036,0.147,0.047,0.0058,0.0417,0.2482,0,ZONE_A
174.82,0.148,0.0232,0.961,0.03,0.148,0.01,0.0232,0.0222,0.2654,0,ZONE_A
926.42,10.055,1.8254,10.502,2.434,10.055,1.132,0.7139,1.8254,0.772,2,ZONE_C
689.47,2.197,0.4327,3.557,0.758,2.197,0.332,0.1065,0.4327,0.4637,1,ZONE_B
137.01,0.193,0.0084,1.525,0.035,0.193,0.039,0.0044,0.0084,0.1761,0,ZONE_A
1130.85,9.481,0.62,17.272,3.123,9.481,1.114,0.62,0.61,0.7776,2,ZONE_C
955.95,9.095,1.9798,17.403,1.89,9.095,1.703,0.62,1.9798,0.7263,2,ZONE_C
559.45,2.513,0.4675,5.164,0.521,2.513,0.281,0.1896,0.4675,0.6539,1,ZONE_B
972.67,7.368,2.7942,14.939,3.18,7.368,1.361,1.5087,2.7942,0.8199,2,ZONE_C
136.06,0.075,0.0367,0.857,0.013,0.075,0.026,0.0142,0.0367,0.1939,0,ZONE_A
178.82,0.127,0.0553,0.815,0.033,0.127,0.03,0.0514,0.0553,0.33,0,ZONE_A
483.4,2.107,0.4024,3.163,0.872,2.107,0.299,0.1392,0.4024,0.4479,1,ZONE_B
830.73,7.174,2.0059,12.779,3.821,7.174,0.982,0.7309,2.0059,0.7203,2,ZONE_C
859.06,8.11,1.3465,16.641,2.76,8.11,1.626,0.62,1.3465,0.8957,2,ZONE_C
956.73,6.176,1.5758,23.564,2.067,6.176,1.659,0.9156,1.5758,0.8094,2,ZONE_C
559.62,1.642,0.363,4.932,0.343,1.642,0.175,0.158,0.363,0.6331,1,ZONE_B
137.39,0.156,0.0296,1.317,0.038,0.156,0.036,0.0141,0.0296,0.187,0,ZONE_A
876.55,8.101,1.1426,13.513,2.743,8.101,1.04,0.62,1.1426,0.9121,2,ZONE_C
159.01,0.114,0.0327,1.735,0.026,0.114,0.019,0.0079,0.0327,0.2896,0,ZONE_A
766.4,8.168,1.443,15.52,3.559,8.168,1.636,0.6946,1.443,0.749,2,ZONE_C
475.34,2.148,0.2713,4.927,0.916,2.148,0.236,0.2713,0.23,0.3956,1,ZONE_B
629.51,1.783,0.4735,3.271,0.758,1.783,0.255,0.1957,0.4735,0.4694,1,ZONE_B
989.37,7.594,1.766,17.126,3.863,7.594,1.147,0.7376,1.766,0.8967,2,ZONE_C
320.0,2.418,0.3918,4.772,0.667,2.418,0.221,0.2461,0.3918,0.4464,1,ZONE_B
177.29,0.125,0.0421,1.01,0.039,0.125,0.036,0.005,0.0421,0.2578,0,ZONE_A
597.62,2.264,0.3058,3.514,0.445,2.264,0.233,0.1245,0.3058,0.6294,1,ZONE_B
494.44,1.91,0.5141,2.823,0.52,1.91,0.279,0.08,0.5141,0.4896,1,ZONE_B
1164.62,9.793,1.1911,23.786,3.031,9.793,0.977,0.9458,1.1911,0.7642,2,ZONE_C
426.44,2.618,0.4289,4.878,0.65,2.618,0.255,0.107,0.4289,0.6886,1,ZONE_B
579.91,2.255,0.2401,6.144,0.793,2.255,0.142,0.2374,0.2401,0.6358,1,ZONE_B
144.53,0.185,0.0338,1.025,0.033,0.185,0.051,0.0169,0.0338,0.0838,0,ZONE_A
128.53,0.126,0.0418,0.913,0.039,0.126,0.005,0.021,0.0418,0.0863,0,ZONE_A
180.59,0.061,0.0586,1.466,0.024,0.061,0.044,0.0089,0.0586,0.0754,0,ZONE_A
878.47,7.31,2.1093,10.51,3.371,7.31,1.405,0.7655,2.1093,0.9249,2,ZONE_C
865.41,6.931,1.1881,10.411,3.092,6.931,1.477,1.1881,0.891,0.7966,2,ZONE_C
1243.55,8.297,1.5262,10.073,2.853,8.297,1.253,1.5262,1.4074,0.9429,2,ZONE_C
939.11,8.2,1.8757,13.687,3.685,8.2,1.553,0.768,1.8757,0.7949,2,ZONE_C
760.0,8.003,1.3152,12.575,3.518,8.003,1.245,0.8698,1.3152,0.7296,2,ZONE_C
137.12,0.138,0.0317,1.735,0.026,0.138,0.03,0.0167,0.0317,0.0698,0,ZONE_A
94.86,0.125,0.0206,1.145,0.025,0.125,0.048,0.0062,0.0206,0.2226,0,ZONE_A
537.95,2.068,0.3441,4.713,0.684,2.068,0.132,0.1331,0.3441,0.6163,1,ZONE_B
779.27,9.597,1.2412,11.882,2.743,9.597,1.159,1.083,1.2412,0.76,2,ZONE_C
194.37,0.15,0.0261,1.114,0.011,0.15,0.019,0.0146,0.0261,0.1306,0,ZONE_A
871.55,6.904,1.4767,25.073,2.546,6.904,0.996,1.3171,1.4767,0.9552,2,ZONE_C
841.43,6.996,1.4759,14.671,3.361,6.996,1.316,0.62,1.4759,0.924,2,ZONE_C
113.34,0.16,0.0329,0.943,0.032,0.16,0.039,0.0174,0.0329,0.144,0,ZONE_A
424.87,2.14,0.3618,3.802,0.436,2.14,0.278,0.0898,0.3618,0.4447,1,ZONE_B
167.35,0.101,0.0229,1.031,0.035,0.101,0.015,0.0032,0.0229,0.1783,0,ZONE_A
1102.58,8.22,1.1606,17.239,3.315,8.22,1.145,1.1606,1.0968,0.8541,2,ZONE_C
551.92,2.158,0.3794,6.15,0.535,2.158,0.193,0.1115,0.3794,0.5675,1,ZONE_B
566.0,2.096,0.3759,4.968,0.753,2.096,0.046,0.1445,0.3759,0.3796,1,ZONE_B
120.62,0.175,0.0324,1.191,0.055,0.175,0.048,0.0044,0.0324,0.3251,0,ZONE_A
591.54,2.544,0.3299,5.268,0.578,2.544,0.318,0.1445,0.3299,0.6801,1,ZONE_B
1136.36,7.112,1.7001,17.306,3.871,7.112,1.442,1.7001,1.6519,0.9132,2,ZONE_C
560.97,3.024,0.3294,3.384,0.512,3.024,0.203,0.1177,0.3294,0.5898,1,ZONE_B
568.35,2.634,0.355,6.732,0.613,2.634,0.28,0.1222,0.355,0.6371,1,ZONE_B
122.75,0.117,0.035,0.849,0.037,0.117,0.025,0.0192,0.035,0.3107,0,ZONE_A
444.48,2.333,0.2353,3.701,0.742,2.333,0.296,0.1068,0.2353,0.3681,1,ZONE_B
114.21,0.188,0.0482,1.398,0.013,0.188,0.014,0.0033,0.0482,0.3212,0,ZONE_A
110.38,0.119,0.0314,1.409,0.013,0.119,0.039,0.0048,0.0314,0.2374,0,ZONE_A
1129.0,9.526,2.0267,14.057,3.873,9.526,0.772,1.4095,2.0267,0.8078,2,ZONE_C
177.18,0.138,0.0445,0.709,0.004,0.138,0.013,0.0115,0.0445,0.1788,0,ZONE_A
164.2,0.106,0.0372,1.042,0.036,0.106,0.028,0.006,0.0372,0.2667,0,ZONE_A
522.98,2.012,0.507,3.6,0.66,2.012,0.319,0.1388,0.507,0.4159,1,ZONE_B
603.51,2.001,0.337,3.031,0.466,2.001,0.129,0.153,0.337,0.4345,1,ZONE_B
98.2,0.182,0.023,0.746,0.02,0.182,0.033,0.0056,0.023,0.22,0,ZONE_A
151.93,0.197,0.0445,1.0,0.042,0.197,0.013,0.0046,0.0445,0.1311,0,ZONE_A
119.52,0.156,0.0256,1.894,0.005,0.156,0.048,0.0207,0.0256,0.102,0,ZONE_A
1130.95,9.151,1.9808,11.915,2.322,9.151,1.437,0.62,1.9808,0.7334,2,ZONE_C
1021.48,7.448,1.3716,14.542,2.657,7.448,1.167,0.8893,1.3716,0.7526,2,ZONE_C
564.45,2.235,0.4062,4.755,0.549,2.235,0.265,0.2021,0.4062,0.4997,1,ZONE_B
145.87,0.127,0.035,0.978,0.011,0.127,0.006,0.0058,0.035,0.311,0,ZONE_A
165.34,0.102,0.0342,1.562,0.042,0.102,0.038,0.0062,0.0342,0.1256,0,ZONE_A
521.26,1.56,0.3475,3.875,0.361,1.56,0.21,0.1677,0.3475,0.4403,1,ZONE_B
847.15,9.414,1.5455,11.488,4.109,9.414,1.405,0.6372,1.5455,0.9677,2,ZONE_C
552.06,2.3,0.335,5.046,0.617,2.3,0.196,0.1435,0.335,0.668,1,ZONE_B
137.74,0.167,0.0321,0.908,0.024,0.167,0.016,0.0029,0.0321,0.1574,0,ZONE_A
114.3,0.125,0.029,1.669,0.015,0.125,0.028,0.0067,0.029,0.0867,0,ZONE_A
1203.53,9.064,2.5126,16.343,3.517,9.064,1.521,1.035,2.5126,0.9277,2,ZONE_C
580.78,2.771,0.3499,5.972,0.351,2.771,0.087,0.1847,0.3499,0.5529,1,ZONE_B
454.38,2.488,0.2747,5.443,0.752,2.488,0.191,0.1502,0.2747,0.6723,1,ZONE_B
1127.48,8.728,2.1526,23.024,1.727,8.728,1.209,0.62,2.1526,0.9856,2,ZONE_C
86.45,0.15,0.0435,0.493,0.011,0.15,0.024,0.0087,0.0435,0.2732,0,ZONE_A
95.8,0.173,0.0156,1.545,0.021,0.173,0.01,0.0089,0.0156,0.0878,0,ZONE_A
510.35,2.634,0.4101,5.099,0.683,2.634,0.269,0.2781,0.4101,0.6188,1,ZONE_B
113.37,0.145,0.0405,1.143,0.033,0.145,0.027,0.0051,0.0405,0.3061,0,ZONE_A
1160.28,7.417,1.3132,15.276,3.447,7.417,1.378,0.859,1.3132,0.8854,2,ZONE_C
151.66,0.161,0.0129,1.214,0.017,0.161,0.028,0.002,0.0129,0.3223,0,ZONE_A
209.57,0.118,0.0425,0.801,0.023,0.118,0.024,0.002,0.0425,0.0594,0,ZONE_A
157.83,0.178,0.0445,0.884,0.049,0.178,0.011,0.008,0.0445,0.0964,0,ZONE_A
102.44,0.137,0.0334,0.456,0.031,0.137,0.033,0.0037,0.0334,0.1215,0,ZONE_A
990.85,8.24,1.4622,17.216,2.636,8.24,1.439,0.62,1.4622,0.8815,2,ZONE_C
160.62,0.154,0.0254,0.923,0.034,0.154,0.044,0.0062,0.0254,0.111,0,ZONE_A
1174.81,9.03,1.465,14.258,3.067,9.03,1.742,1.465,1.0518,0.9321,2,ZONE_C
1127.56,8.322,0.7174,13.727,1.793,8.322,1.268,0.7174,0.6817,0.7949,2,ZONE_C
471.86,2.031,0.2869,5.466,0.679,2.031,0.312,0.2486,0.2869,0.5959,1,ZONE_B
354.05,2.109,0.3174,5.478,0.706,2.109,0.247,0.1592,0.3174,0.6359,1,ZONE_B
585.86,2.661,0.2557,4.894,0.648,2.661,0.268,0.0991,0.2557,0.5543,1,ZONE_B
481.34,2.193,0.3927,4.024,0.509,2.193,0.158,0.0919,0.3927,0.5251,1,ZONE_B
133.99,0.168,0.0203,1.484,0.027,0.168,0.021,0.0203,0.0198,0.1886,0,ZONE_A
849.19,6.764,1.81,12.236,2.933,6.764,1.274,1.0941,1.81,0.8919,2,ZONE_C
1049.85,8.527,1.6292,14.699,4.192,8.527,1.112,1.0657,1.6292,0.8562,2,ZONE_C
607.5,2.589,0.3664,4.511,0.823,2.589,0.185,0.1211,0.3664,0.5929,1,ZONE_B
1119.24,7.74,1.3782,20.208,3.583,7.74,1.448,1.3782,0.9737,0.7833,2,ZONE_C
936.67,9.117,1.6782,11.867,2.806,9.117,1.709,1.474,1.6782,0.7797,2,ZONE_C
548.47,3.108,0.1951,3.08,0.679,3.108,0.254,0.1714,0.1951,0.4848,1,ZONE_B
1228.7,7.611,1.2281,19.199,3.092,7.611,1.073,0.6895,1.2281,0.7106,2,ZONE_C
910.32,6.431,1.8085,17.195,4.393,6.431,1.298,1.5059,1.8085,0.8092,2,ZONE_C
760.0,8.646,1.3298,20.44,2.656,8.646,1.367,0.9107,1.3298,0.7449,2,ZONE_C
1104.31,6.125,1.3994,14.394,2.714,6.125,0.816,1.2762,1.3994,0.827,2,ZONE_C
1257.14,6.586,1.1894,16.414,2.252,6.586,0.982,0.7936,1.1894,0.7598,2,ZONE_C
840.43,8.201,1.3966,16.612,3.472,8.201,1.254,1.3966,1.356,0.8051,2,ZONE_C
966.44,7.777,1.2978,10.41,2.848,7.777,1.605,1.2978,1.2964,0.7719,2,ZONE_C
154.97,0.131,0.0253,0.608,0.032,0.131,0.013,0.0034,0.0253,0.2676,0,ZONE_A
170.8,0.129,0.0528,0.598,0.033,0.129,0.04,0.0424,0.0528,0.0678,0,ZONE_A
206.64,0.133,0.0195,1.669,0.055,0.133,0.012,0.002,0.0195,0.128,0,ZONE_A
1107.62,8.877,1.5035,12.99,2.747,8.877,1.053,0.9643,1.5035,0.7456,2,ZONE_C
866.51,10.467,1.1283,12.25,4.3,10.467,1.392,1.1283,0.61,0.8551,2,ZONE_C
487.86,2.78,0.2145,5.812,0.62,2.78,0.249,0.1631,0.2145,0.4741,1,ZONE_B
128.76,0.15,0.0283,0.543,0.052,0.15,0.041,0.002,0.0283,0.1626,0,ZONE_A
1068.09,7.776,1.5807,12.316,2.428,7.776,0.507,0.9225,1.5807,0.7965,2,ZONE_C
110.78,0.137,0.0081,1.218,0.024,0.137,0.042,0.0081,0.0064,0.0883,0,ZONE_A
607.29,2.52,0.2354,5.531,0.807,2.52,0.228,0.2354,0.1484,0.4031,1,ZONE_B
408.45,2.213,0.1666,5.088,0.76,2.213,0.267,0.08,0.1666,0.4422,1,ZONE_B
125.93,0.106,0.031,1.031,0.027,0.106,0.01,0.0108,0.031,0.1733,0,ZONE_A
320.77,2.324,0.4084,3.181,0.715,2.324,0.227,0.08,0.4084,0.6565,1,ZONE_B
118.41,0.168,0.0187,1.151,0.029,0.168,0.037,0.005,0.0187,0.3293,0,ZONE_A
1046.74,9.063,1.3186,15.642,2.755,9.063,1.028,1.3186,0.61,0.9753,2,ZONE_C
145.02,0.188,0.0435,1.405,0.033,0.188,0.019,0.0346,0.0435,0.0766,0,ZONE_A
760.0,7.13,1.5112,13.848,3.126,7.13,1.005,1.261,1.5112,0.8563,2,ZONE_C
422.57,2.676,0.3624,2.5,0.871,2.676,0.26,0.1492,0.3624,0.4994,1,ZONE_B
618.37,2.431,0.3497,3.745,0.529,2.431,0.24,0.1577,0.3497,0.3821,1,ZONE_B
123.69,0.146,0.0238,0.888,0.042,0.146,0.043,0.0049,0.0238,0.23,0,ZONE_A
447.0,2.107,0.2232,5.438,0.44,2.107,0.182,0.1233,0.2232,0.3907,1,ZONE_B
1161.3,8.685,1.2444,17.859,3.917,8.685,0.772,1.0747,1.2444,0.7192,2,ZONE_C
501.76,1.677,0.2268,4.974,0.7,1.677,0.154,0.2268,0.2147,0.4932,1,ZONE_B
424.91,2.14,0.3407,6.12,0.588,2.14,0.267,0.08,0.3407,0.4179,1,ZONE_B
1206.23,8.181,0.9923,18.791,2.875,8.181,1.136,0.9923,0.6399,0.9602,2,ZONE_C
147.61,0.104,0.0322,1.531,0.014,0.104,0.025,0.002,0.0322,0.2226,0,ZONE_A
578.29,3.032,0.3413,3.696,0.487,3.032,0.205,0.1697,0.3413,0.4419,1,ZONE_B
155.46,0.091,0.0707,0.598,0.042,0.091,0.04,0.002,0.0707,0.2065,0,ZONE_A
519.16,2.108,0.4671,5.852,0.56,2.108,0.191,0.1961,0.4671,0.4566,1,ZONE_B
501.32,1.907,0.4869,4.482,1.078,1.907,0.246,0.1968,0.4869,0.4576,1,ZONE_B
1158.45,6.132,1.2429,10.695,2.865,6.132,1.22,0.62,1.2429,0.8825,2,ZONE_C
176.4,0.158,0.0567,1.502,0.02,0.158,0.033,0.0031,0.0567,0.2668,0,ZONE_A
453.28,1.814,0.4046,3.628,0.679,1.814,0.342,0.1444,0.4046,0.6297,1,ZONE_B
972.98,8.143,1.2142,11.938,3.947,8.143,1.059,0.9185,1.2142,0.8435,2,ZONE_C
214.84,0.23,0.0391,0.756,0.022,0.23,0.024,0.002,0.0391,0.0722,0,ZONE_A
970.08,7.747,1.7532,16.257,4.215,7.747,0.978,1.1373,1.7532,0.9774,2,ZONE_C
1095.92,7.951,1.3197,11.377,4.659,7.951,1.511,1.3197,0.7409,0.7425,2,ZONE_C
1096.96,9.647,1.5753,8.1,3.408,9.647,1.479,0.8284,1.5753,0.8596,2,ZONE_C
862.9,7.429,1.4881,16.25,2.808,7.429,1.083,1.2161,1.4881,0.9757,2,ZONE_C
533.56,1.829,0.4146,4.103,0.492,1.829,0.22,0.3045,0.4146,0.4097,1,ZONE_B
828.6,7.709,1.4213,14.616,1.402,7.709,1.151,1.4213,1.2784,0.9794,2,ZONE_C
98.98,0.101,0.0314,1.154,0.017,0.101,0.024,0.002,0.0314,0.2168,0,ZONE_A
141.46,0.149,0.0211,1.023,0.024,0.149,0.014,0.0084,0.0211,0.2596,0,ZONE_A
530.36,2.638,0.3082,6.2,0.474,2.638,0.254,0.2019,0.3082,0.6181,1,ZONE_B
448.41,2.546,0.273,4.715,0.598,2.546,0.17,0.1802,0.273,0.635,1,ZONE_B
138.39,0.149,0.0251,0.722,0.024,0.149,0.022,0.015,0.0251,0.0649,0,ZONE_A
1205.41,8.309,1.2749,13.987,3.844,8.309,1.273,1.0297,1.2749,0.9369,2,ZONE_C
499.33,2.09,0.3364,2.5,0.379,2.09,0.302,0.1236,0.3364,0.6105,1,ZONE_B
74.52,0.143,0.0284,0.977,0.025,0.143,0.013,0.0284,0.0244,0.3132,0,ZONE_A
962.04,7.104,0.9097,15.521,2.888,7.104,1.513,0.9097,0.7721,0.9024,2,ZONE_C
1019.85,7.786,1.5691,11.578,2.457,7.786,2.107,1.5324,1.5691,0.7985,2,ZONE_C
135.25,0.21,0.0451,1.375,0.042,0.21,0.036,0.0224,0.0451,0.1297,0,ZONE_A
548.2,2.174,0.4114,3.248,0.555,2.174,0.245,0.1361,0.4114,0.5547,1,ZONE_B
506.79,2.818,0.3147,3.77,0.514,2.818,0.141,0.175,0.3147,0.409,1,ZONE_B
556.67,2.084,0.33,3.092,0.696,2.084,0.11,0.0875,0.33,0.5826,1,ZONE_B
483.53,2.576,0.4148,5.247,0.768,2.576,0.256,0.1595,0.4148,0.5676,1,ZONE_B
408.1,2.121,0.3748,4.432,0.62,2.121,0.295,0.2197,0.3748,0.3697,1,ZONE_B
141.95,0.123,0.0322,1.483,0.014,0.123,0.026,0.0093,0.0322,0.1471,0,ZONE_A
444.69,2.061,0.3764,6.709,0.681,2.061,0.14,0.2408,0.3764,0.5086,1,ZONE_B
403.72,1.799,0.3175,5.71,0.629,1.799,0.207,0.1868,0.3175,0.6417,1,ZONE_B
101.17,0.139,0.0353,0.756,0.011,0.139,0.021,0.0065,0.0353,0.2912,0,ZONE_A
154.69,0.127,0.0335,1.407,0.023,0.127,0.015,0.0054,0.0335,0.2381,0,ZONE_A
143.59,0.121,0.0356,0.696,0.012,0.121,0.025,0.0356,0.0343,0.1171,0,ZONE_A
508.53,1.908,0.3638,4.946,0.742,1.908,0.112,0.08,0.3638,0.5738,1,ZONE_B
122.78,0.129,0.0252,1.198,0.041,0.129,0.016,0.0242,0.0252,0.2591,0,ZONE_A
149.1,0.157,0.0377,1.374,0.03,0.157,0.026,0.0123,0.0377,0.0526,0,ZONE_A
118.49,0.096,0.0429,1.276,0.036,0.096,0.037,0.002,0.0429,0.2431,0,ZONE_A
344.92,2.598,0.59,4.233,0.653,2.598,0.23,0.2465,0.59,0.59,1,ZONE_B
1011.47,9.753,1.6179,13.577,4.077,9.753,0.902,0.6745,1.6179,0.8853,2,ZONE_C
553.87,3.216,0.3111,3.973,0.637,3.216,0.139,0.1239,0.3111,0.5934,1,ZONE_B
786.54,8.262,1.1288,20.935,3.551,8.262,1.204,0.9265,1.1288,0.8528,2,ZONE_C
810.6,8.717,1.0668,13.763,3.441,8.717,1.445,1.0668,0.9108,0.7469,2,ZONE_C
1323.07,6.848,1.1031,16.498,3.309,6.848,1.678,1.1031,0.7118,0.7716,2,ZONE_C
1105.43,7.388,1.6853,27.132,2.605,7.388,1.352,1.1316,1.6853,0.7602,2,ZONE_C
173.88,0.06,0.0299,0.989,0.023,0.06,0.019,0.0022,0.0299,0.243,0,ZONE_A
813.95,6.516,2.1164,11.19,2.138,6.516,1.382,0.9497,2.1164,0.8248,2,ZONE_C
173.58,0.113,0.0166,1.189,0.032,0.113,0.013,0.0076,0.0166,0.0907,0,ZONE_A
344.36,2.435,0.3806,5.431,0.843,2.435,0.148,0.1908,0.3806,0.3993,1,ZONE_B
150.04,0.147,0.0405,1.564,0.025,0.147,0.008,0.002,0.0405,0.0741,0,ZONE_A
1253.69,7.31,1.6204,19.207,3.409,7.31,1.426,0.791,1.6204,0.8699,2,ZONE_C
1112.72,6.644,1.6136,12.314,3.46,6.644,0.974,1.6136,1.5341,0.8045,2,ZONE_C
581.39,2.066,0.3559,5.444,0.728,2.066,0.526,0.2384,0.3559,0.4014,1,ZONE_B
436.15,2.203,0.399,5.02,0.505,2.203,0.177,0.1135,0.399,0.3784,1,ZONE_B
123.08,0.134,0.0307,1.154,0.03,0.134,0.052,0.024,0.0307,0.1001,0,ZONE_A
819.93,5.698,1.2589,16.003,3.169,5.698,1.091,0.6636,1.2589,0.7833,2,ZONE_C
1155.85,9.634,1.6494,15.08,2.414,9.634,1.354,0.62,1.6494,0.9231,2,ZONE_C
175.96,0.117,0.045,1.578,0.013,0.117,0.02,0.045,0.027,0.068,0,ZONE_A
493.03,2.148,0.3189,6.183,0.526,2.148,0.274,0.2106,0.3189,0.4233,1,ZONE_B
941.61,6.447,1.6586,8.1,3.024,6.447,1.29,0.7391,1.6586,0.79,2,ZONE_C
939.35,8.408,1.1969,11.843,3.802,8.408,1.179,0.9334,1.1969,0.8545,2,ZONE_C
906.23,7.667,1.3748,17.776,4.38,7.667,0.99,0.62,1.3748,0.7877,2,ZONE_C
230.5,0.157,0.0287,0.971,0.024,0.157,0.02,0.0026,0.0287,0.2622,0,ZONE_A
716.0,2.018,0.3393,5.87,0.613,2.018,0.29,0.1952,0.3393,0.631,1,ZONE_B
158.59,0.175,0.0214,1.716,0.024,0.175,0.03,0.002,0.0214,0.2149,0,ZONE_A
924.81,8.553,1.7937,16.043,3.298,8.553,1.512,0.62,1.7937,0.8789,2,ZONE_C
143.45,0.133,0.04,1.072,0.031,0.133,0.057,0.0129,0.04,0.1826,0,ZONE_A
936.56,6.68,1.2574,20.099,2.306,6.68,0.997,1.2574,1.1697,0.9447,2,ZONE_C
101.21,0.116,0.0526,0.728,0.032,0.116,0.007,0.0196,0.0526,0.3118,0,ZONE_A
804.9,8.152,1.711,13.866,3.987,8.152,1.012,1.711,0.7654,0.8687,2,ZONE_C
530.83,1.991,0.3891,5.642,0.808,1.991,0.316,0.2396,0.3891,0.5551,1,ZONE_B
477.06,2.382,0.4611,6.123,0.56,2.382,0.332,0.0982,0.4611,0.4318,1,ZONE_B
760.0,9.853,2.0048,18.026,5.013,9.853,1.293,1.1535,2.0048,0.8235,2,ZONE_C
106.39,0.124,0.0308,0.486,0.022,0.124,0.019,0.0308,0.0202,0.269,0,ZONE_A
1177.43,6.583,2.2263,12.891,3.098,6.583,1.509,1.4038,2.2263,0.767,2,ZONE_C
1090.67,6.454,1.2444,19.078,3.26,6.454,1.388,1.2194,1.2444,0.8899,2,ZONE_C
462.99,2.485,0.5045,5.84,0.539,2.485,0.097,0.1361,0.5045,0.4193,1,ZONE_B
531.76,1.949,0.4606,4.281,0.563,1.949,0.274,0.1982,0.4606,0.5138,1,ZONE_B
95.71,0.158,0.0295,1.2,0.033,0.158,0.008,0.0039,0.0295,0.0631,0,ZONE_A
1106.85,8.152,1.1008,18.516,1.989,8.152,1.327,1.1008,1.0615,0.9346,2,ZONE_C
143.47,0.126,0.0361,1.114,0.04,0.126,0.013,0.0032,0.0361,0.144,0,ZONE_A
703.12,2.318,0.4811,3.652,0.855,2.318,0.242,0.1054,0.4811,0.4993,1,ZONE_B
129.49,0.176,0.026,1.484,0.035,0.176,0.028,0.0243,0.026,0.243,0,ZONE_A
528.54,2.662,0.3582,6.25,0.474,2.662,0.273,0.2635,0.3582,0.4891,1,ZONE_B
210.43,0.103,0.0318,1.235,0.034,0.103,0.017,0.002,0.0318,0.2263,0,ZONE_A
128.66,0.128,0.0427,0.561,0.042,0.128,0.045,0.0133,0.0427,0.1002,0,ZONE_A
986.36,8.131,1.3832,22.113,4.422,8.131,1.402,0.6551,1.3832,0.8589,2,ZONE_C
495.14,2.257,0.3225,5.958,0.657,2.257,0.154,0.1822,0.3225,0.6715,1,ZONE_B
651.6,2.34,0.2771,5.826,0.498,2.34,0.186,0.08,0.2771,0.5338,1,ZONE_B
140.49,0.052,0.0351,0.855,0.047,0.052,0.032,0.0351,0.0298,0.0968,0,ZONE_A
510.21,2.529,0.3402,6.482,0.844,2.529,0.105,0.1738,0.3402,0.6327,1,ZONE_B
961.06,7.982,1.5727,11.976,2.617,7.982,0.972,0.6462,1.5727,0.8967,2,ZONE_C
1054.46,8.312,1.1994,8.791,2.991,8.312,0.919,0.991,1.1994,0.7554,2,ZONE_C
110.0,0.205,0.051,0.666,0.028,0.205,0.01,0.0101,0.051,0.1759,0,ZONE_A
611.62,2.537,0.3507,2.991,0.712,2.537,0.349,0.1916,0.3507,0.6823,1,ZONE_B
1064.04,8.603,1.4538,16.428,2.081,8.603,1.738,1.4538,1.2291,0.7724,2,ZONE_C
364.5,1.512,0.3967,4.159,0.815,1.512,0.265,0.1937,0.3967,0.3919,1,ZONE_B
174.41,0.186,0.0203,0.941,0.027,0.186,0.009,0.0137,0.0203,0.1478,0,ZONE_A
816.3,10.454,1.6038,18.016,3.001,10.454,0.825,0.899,1.6038,0.9542,2,ZONE_C
909.45,8.617,1.6791,12.64,2.686,8.617,1.315,0.62,1.6791,0.8708,2,ZONE_C
160.84,0.07,0.0495,0.894,0.02,0.07,0.035,0.0451,0.0495,0.1717,0,ZONE_A
182.97,0.133,0.0246,0.534,0.034,0.133,0.032,0.0246,0.017,0.3297,0,ZONE_A
136.32,0.13,0.0327,0.901,0.02,0.13,0.034,0.002,0.0327,0.3093,0,ZONE_A
900.96,7.02,1.3953,16.158,4.468,7.02,1.263,0.62,1.3953,0.878,2,ZONE_C
518.69,2.028,0.2868,4.744,0.53,2.028,0.188,0.2355,0.2868,0.3936,1,ZONE_B
999.35,9.443,1.6043,15.151,1.952,9.443,1.299,1.3411,1.6043,0.7606,2,ZONE_C
1056.2,8.194,1.9525,12.889,3.522,8.194,0.945,0.62,1.9525,0.9127,2,ZONE_C
471.79,2.113,0.3603,5.454,0.48,2.113,0.185,0.2869,0.3603,0.6054,1,ZONE_B
600.09,2.124,0.3334,3.885,0.686,2.124,0.131,0.2097,0.3334,0.3887,1,ZONE_B
457.17,2.199,0.2731,3.007,0.799,2.199,0.234,0.2278,0.2731,0.4913,1,ZONE_B
967.18,8.114,1.2151,14.964,4.047,8.114,0.982,0.9363,1.2151,0.987,2,ZONE_C
547.69,2.326,0.3231,5.381,0.491,2.326,0.274,0.1465,0.3231,0.6331,1,ZONE_B
760.0,6.41,1.5356,21.279,4.049,6.41,1.38,1.0345,1.5356,0.9885,2,ZONE_C
